,id,movie,production_budget,domestic_gross,worldwide_gross,overall_profitability,start_year,genres
463,64,Percy Jackson: Sea of Monsters,90000000,68559554,200859554,110859554,2013,"['Adventure', 'Family', 'Fantasy']"
465,66,Now You See Me 2,90000000,65075540,328325007,238325007,2016,"['Action', 'Adventure', 'Comedy']"
467,68,The Saint,90000000,61363304,169400000,79400000,2016,['Drama']
469,70,Tomb Raider,90000000,58250803,273477501,183477501,2018,"['Action', 'Adventure', 'Fantasy']"
472,73,Volcano,90000000,47546796,120100000,30100000,2011,['Drama']
475,76,Conan the Barbarian,90000000,21295021,63356133,-26643867,2011,"['Action', 'Adventure', 'Fantasy']"
476,77,The Three Musketeers,90000000,20377913,139877913,49877913,2011,"['Action', 'Adventure', 'Romance']"
477,78,The Promise,90000000,8224288,10551417,-79448583,2017,['Drama']
478,79,The Nutcracker in 3D,90000000,195459,20466016,-69533984,2010,"['Action', 'Family', 'Fantasy']"
479,80,Bright,90000000,0,0,-90000000,2017,"['Action', 'Crime', 'Fantasy']"
483,84,The Predator,88000000,51024708,159487563,71487563,2018,"['Action', 'Adventure', 'Sci-Fi']"
487,88,Cast Away,85000000,233632142,427230516,342230516,2017,"['Adventure', 'Drama']"
494,95,Divergent,85000000,150947895,276014965,191014965,2014,"['Action', 'Adventure', 'Mystery']"
495,96,Hotel Transylvania,85000000,148313048,378505812,293505812,2012,"['Animation', 'Comedy', 'Family']"
496,97,Shazam!,85000000,139606856,362899733,277899733,2019,"['Action', 'Adventure', 'Comedy']"
498,99,Safe House,85000000,126181630,208542162,123542162,2019,['Action']
504,5,Tower Heist,85000000,78046570,150422946,65422946,2011,"['Action', 'Comedy', 'Crime']"
506,7,Mirror Mirror,85000000,64935167,173613482,88613482,2012,"['Adventure', 'Comedy', 'Drama']"
507,8,The Holiday,85000000,63280000,205190324,120190324,2010,['Drama']
512,13,The Rundown,85000000,47641743,80831893,-4168107,2013,['Action']
513,14,Arthur Christmas,85000000,46462469,149717124,64717124,2011,"['Adventure', 'Animation', 'Comedy']"
514,15,xXx: Return of Xander Cage,85000000,44898413,345033359,260033359,2017,"['Action', 'Adventure', 'Thriller']"
516,17,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,28026383,2010,"['Action', 'Comedy', 'Family']"
518,19,Showtime,85000000,37948765,78948765,-6051235,2010,"['Drama', 'Fantasy', 'Musical']"
523,24,Father's Day,85000000,28681080,35681080,-49318920,2020,['Action']
524,25,The Greatest Showman,84000000,174340174,386665550,302665550,2017,"['Biography', 'Drama', 'Musical']"
527,28,RED 2,84000000,53262560,141507355,57507355,2013,"['Action', 'Comedy', 'Crime']"
528,29,Click,82500000,137355633,237685089,155185089,2010,"['Drama', 'Horror', 'Mystery']"
530,31,Jumper,82500000,80172128,222640812,140140812,2013,"['Biography', 'Documentary', 'Drama']"
533,34,The Expendables,82000000,103068524,268268174,186268174,2010,"['Action', 'Adventure', 'Thriller']"
535,36,Call of the Wild,82000000,0,0,-82000000,2020,"['Adventure', 'Animation', 'Family']"
537,38,The Hunger Games,80000000,408010692,677923379,597923379,2012,"['Action', 'Adventure', 'Sci-Fi']"
538,39,The Hangover Part II,80000000,254464305,586464305,506464305,2011,"['Comedy', 'Mystery']"
540,41,The Lego Batman Movie,80000000,175750384,310660018,230660018,2017,"['Action', 'Animation', 'Comedy']"
541,42,Hotel Transylvania 2,80000000,169700110,469500298,389500298,2015,"['Animation', 'Comedy', 'Family']"
547,48,Grown Ups 2,80000000,133668525,247023808,167023808,2013,['Comedy']
548,49,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,269088523,2011,"['Adventure', 'Animation', 'Comedy']"
551,52,Shutter Island,80000000,128012934,299461782,219461782,2010,"['Mystery', 'Thriller']"
561,62,Yogi Bear,80000000,100246011,204774690,124774690,2010,"['Adventure', 'Animation', 'Comedy']"
563,64,The Book of Eli,80000000,94835059,158750817,78750817,2010,"['Action', 'Adventure', 'Drama']"
567,68,Fury,80000000,85817906,210315681,130315681,2014,"['Action', 'Drama', 'War']"
568,69,Smallfoot,80000000,83240103,213691277,133691277,2018,"['Adventure', 'Animation', 'Comedy']"
570,71,Zookeeper,80000000,80360866,170805525,90805525,2011,"['Comedy', 'Family', 'Romance']"
572,73,Conspiracy Theory,80000000,76118990,142783718,62783718,2016,"['Horror', 'Thriller']"
580,81,The Secret Life of Pets 2,80000000,63795655,113351496,33351496,2019,"['Adventure', 'Animation', 'Comedy']"
588,89,Evolution,80000000,38311134,98341932,18341932,2015,"['Drama', 'Mystery', 'Sci-Fi']"
591,92,The Wild,80000000,37384046,99010667,19010667,2019,['Documentary']
594,95,Daylight,80000000,32908290,158908290,78908290,2010,"['Crime', 'Horror', 'Thriller']"
595,96,The Last Witch Hunter,80000000,27367660,130818912,50818912,2015,"['Action', 'Adventure', 'Fantasy']"
596,97,Pompeii,80000000,23169033,108469033,28469033,2014,"['Action', 'Adventure', 'Drama']"
599,100,Nine,80000000,19676965,53508858,-26491142,2016,['Horror']
600,1,Timeline,80000000,19480739,26703184,-53296816,2014,['Romance']
608,9,The Lion King,79300000,421785283,986214868,906914868,2019,"['Adventure', 'Animation', 'Drama']"
609,10,Journey 2: The Mysterious Island,79000000,103860290,318146162,239146162,2012,"['Action', 'Adventure', 'Comedy']"
610,11,Jack and Jill,79000000,74158157,150519217,71519217,2011,['Comedy']
612,13,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,196392649,2013,"['Adventure', 'Animation', 'Comedy']"
618,19,The Little Prince,77500000,1311213,102028919,24528919,2019,['Action']
620,21,The Equalizer 2,77000000,102084362,190453132,113453132,2018,"['Action', 'Crime', 'Thriller']"
621,22,Despicable Me 2,76000000,368065385,975216835,899216835,2013,"['Adventure', 'Animation', 'Comedy']"
625,26,The Secret Life of Pets,75000000,368384330,886750534,811750534,2016,"['Adventure', 'Animation', 'Comedy']"
628,29,Sing,75000000,270329045,634454789,559454789,2016,"['Animation', 'Comedy', 'Family']"
629,30,Despicable Me 3,75000000,264624300,1034727750,959727750,2017,"['Adventure', 'Animation', 'Comedy']"
633,34,Grown Ups,75000000,162001186,272223430,197223430,2010,['Comedy']
636,37,Wanted,75000000,134508551,342416460,267416460,2010,['Action']
637,38,The Rock,75000000,134069511,336069511,261069511,2016,['Comedy']
640,41,Now You See Me,75000000,117723989,342769200,267769200,2013,"['Crime', 'Mystery', 'Thriller']"
642,43,Christopher Robin,75000000,99215042,197504758,122504758,2018,"['Adventure', 'Animation', 'Comedy']"
644,45,Immortals,75000000,83504017,211562435,136562435,2011,"['Action', 'Drama', 'Fantasy']"
650,51,Life,75000000,64062587,73521587,-1478413,2010,['Documentary']
653,54,Killers,75000000,47059963,95572749,20572749,2010,"['Action', 'Comedy', 'Romance']"
658,59,Bandits,75000000,41523271,71523271,-3476729,2018,['Drama']
661,62,Sucker Punch,75000000,36392502,89758389,14758389,2011,"['Action', 'Adventure', 'Fantasy']"
662,63,Hostage,75000000,34636443,77636443,2636443,2012,['Thriller']
663,64,Inferno,75000000,34343574,219519367,144519367,2018,['Documentary']
667,68,Soldier,75000000,14623082,14623082,-60376918,2010,['Drama']
668,69,Virus,75000000,14010690,30626690,-44373310,2010,"['Documentary', 'Family']"
672,73,Minions,74000000,336045770,1160336173,1086336173,2015,"['Adventure', 'Animation', 'Comedy']"
673,74,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,237013181,2015,"['Adventure', 'Animation', 'Comedy']"
674,75,Unbreakable,73243106,94999143,248099143,174856037,2014,"['Adventure', 'Biography', 'Documentary']"
676,77,The Angry Birds Movie,73000000,107509366,352327887,279327887,2016,"['Action', 'Animation', 'Comedy']"
677,78,Snake Eyes,73000000,55591409,103891409,30891409,2020,"['Action', 'Adventure']"
686,87,Driven,72000000,32616869,54616869,-17383131,2014,"['Documentary', 'Family']"
699,100,Ransom,70000000,136492681,308700000,238700000,2018,"['Drama', 'Thriller']"
708,9,Olympus Has Fallen,70000000,98927592,172878928,102878928,2013,"['Action', 'Thriller']"
711,12,War Horse,70000000,79883359,156815529,86815529,2011,"['Drama', 'History', 'War']"
713,14,The Monuments Men,70000000,78031620,158702748,88702748,2014,"['Comedy', 'Drama', 'History']"
714,15,Storks,70000000,72679278,183353431,113353431,2016,"['Adventure', 'Animation', 'Comedy']"
716,17,Big Fish,70000000,66432867,123954323,53954323,2012,['Action']
717,18,Wolf,70000000,65011757,131011757,61011757,2010,"['Action', 'Crime', 'Drama']"
719,20,The Lego Ninjago Movie,70000000,59281555,122737201,52737201,2017,"['Action', 'Adventure', 'Animation']"
720,21,Dracula Untold,70000000,55991880,220241723,150241723,2014,"['Action', 'Drama', 'Fantasy']"
721,22,The Guardian,70000000,55011732,94973540,24973540,2011,['Drama']
724,25,The Dilemma,70000000,48475290,70546865,546865,2011,"['Comedy', 'Drama']"
726,27,The Siege,70000000,40934175,116625798,46625798,2011,['Documentary']
728,29,Rock of Ages,70000000,38518613,61031932,-8968068,2012,"['Comedy', 'Drama', 'Musical']"
733,34,Bad Company,70000000,30157016,69157016,-842984,2010,['Thriller']
735,36,The Finest Hours,70000000,27569558,49252761,-20747239,2016,"['Action', 'Drama', 'History']"
736,37,Escape Plan,70000000,25135965,103735965,33735965,2013,"['Action', 'Crime', 'Mystery']"
737,38,Killer Elite,70000000,25124986,65409046,-4590954,2011,"['Action', 'Crime', 'Thriller']"
741,42,The Legend of Hercules,70000000,18848538,58953319,-11046681,2014,"['Action', 'Adventure', 'Fantasy']"
742,43,Next,70000000,18211013,73591500,3591500,2019,['Horror']
746,47,Blackhat,70000000,8005980,19665004,-50334996,2015,"['Action', 'Crime', 'Thriller']"
749,50,Despicable Me,69000000,251513985,543464573,474464573,2010,"['Animation', 'Comedy', 'Family']"
750,51,Dinner for Schmucks,69000000,73026337,86796502,17796502,2010,['Comedy']
751,52,Red Sparrow,69000000,46874505,145951861,76951861,2018,"['Action', 'Drama', 'Thriller']"
752,53,The Twilight Saga: Eclipse,68000000,300531751,706102828,638102828,2010,"['Adventure', 'Drama', 'Fantasy']"
754,55,Ted 2,68000000,81476385,217214143,149214143,2015,['Comedy']
756,57,Hall Pass,68000000,45060734,87173475,19173475,2011,"['Comedy', 'Romance']"
758,59,Dreamcatcher,68000000,33685268,75685268,7685268,2015,"['Crime', 'Documentary', 'Drama']"
761,62,Downsizing,68000000,24449754,54462971,-13537029,2017,"['Drama', 'Sci-Fi']"
764,65,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,69989730,2012,"['Action', 'Fantasy', 'Horror']"
765,66,Last Man Standing,67000000,18115927,18115927,-48884073,2010,"['Biography', 'Crime', 'Documentary']"
767,68,Entrapment,66000000,87707396,211700000,145700000,2015,['War']
769,70,Need for Speed,66000000,43568507,194169619,128169619,2014,"['Action', 'Crime', 'Thriller']"
771,72,What Women Want,65000000,182805123,374105123,309105123,2011,"['Comedy', 'Romance', 'Sci-Fi']"
772,73,Lincoln,65000000,182207973,273346281,208346281,2012,"['Biography', 'Drama', 'History']"
773,74,Ice Age,65000000,176387405,386116343,321116343,2015,"['Crime', 'Drama', 'Family']"
776,77,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,462079962,2018,"['Adventure', 'Animation', 'Comedy']"
781,82,Unbroken,65000000,115637895,163527824,98527824,2018,['Drama']
783,84,Due Date,65000000,100539043,211739043,146739043,2010,"['Adventure', 'Comedy']"
788,89,Annie,65000000,85911262,139829625,74829625,2014,"['Comedy', 'Drama', 'Family']"
793,94,The Kid,65000000,69688384,69688384,4688384,2010,['Drama']
795,96,The Dictator,65000000,59650222,180148897,115148897,2012,['Comedy']
797,98,This Means War,65000000,54760791,156974557,91974557,2012,"['Action', 'Comedy', 'Romance']"
798,99,Focus,65000000,53862963,168065700,103065700,2015,"['Comedy', 'Crime', 'Drama']"
800,1,Red Dawn,65000000,44806783,48164150,-16835850,2012,"['Action', 'Sci-Fi', 'Thriller']"
802,3,Everest,65000000,43482270,221297061,156297061,2015,"['Action', 'Adventure', 'Biography']"
803,4,Resident Evil: Retribution,65000000,42345531,240647629,175647629,2012,"['Action', 'Horror', 'Sci-Fi']"
810,11,The Missing,65000000,26900336,38253433,-26746567,2017,"['Action', 'Crime', 'Thriller']"
811,12,Elektra,65000000,24409722,56824633,-8175367,2010,"['Drama', 'Thriller']"
813,14,"I, Frankenstein",65000000,19075290,74575290,9575290,2014,"['Action', 'Fantasy', 'Horror']"
815,16,Sin City: A Dame to Kill For,65000000,13757804,40650842,-24349158,2014,"['Crime', 'Thriller']"
816,17,Live by Night,65000000,10378555,21774432,-43225568,2016,"['Action', 'Crime', 'Drama']"
820,21,Air Strike,65000000,0,516279,-64483721,2018,"['Action', 'Adventure', 'Drama']"
821,22,Little Man,64000000,58636047,101636047,37636047,2012,['Comedy']
826,27,Hop,63000000,108085305,188657593,125657593,2011,"['Adventure', 'Animation', 'Comedy']"
827,28,American Assassin,63000000,36249674,68310140,5310140,2017,"['Action', 'Thriller']"
832,33,The Hateful Eight,62000000,54117416,147864886,85864886,2015,"['Crime', 'Drama', 'Mystery']"
835,36,Gone Girl,61000000,167767189,368567189,307567189,2014,"['Drama', 'Mystery', 'Thriller']"
837,38,Maze Runner: The Scorch Trials,61000000,81697192,310566162,249566162,2015,"['Action', 'Sci-Fi', 'Thriller']"
838,39,2 Guns,61000000,75612460,132493015,71493015,2013,"['Action', 'Comedy', 'Crime']"
843,44,The Lego Movie,60000000,257784718,457729388,397729388,2014,"['Action', 'Adventure', 'Animation']"
849,50,Sully,60000000,125070033,238524556,178524556,2016,"['Biography', 'Drama']"
862,63,Red,60000000,90380162,196439693,136439693,2014,['Thriller']
866,67,Eat Pray Love,60000000,80574010,206598789,146598789,2010,"['Drama', 'Romance']"
867,68,Jack Reacher,60000000,80070736,217370736,157370736,2012,"['Action', 'Crime', 'Thriller']"
870,71,Contagion,60000000,75658097,137551594,77551594,2011,"['Action', 'Drama', 'Thriller']"
871,72,Any Given Sunday,60000000,75530832,100230832,40230832,2011,['Documentary']
879,80,London Has Fallen,60000000,62524260,195194085,135194085,2016,"['Action', 'Thriller']"
883,84,Hellboy,60000000,59623958,99823958,39823958,2019,"['Action', 'Adventure', 'Fantasy']"
884,85,Jack Reacher: Never Go Back,60000000,58697076,159946489,99946489,2016,"['Action', 'Thriller']"
885,86,Baywatch,60000000,58060186,175863783,115863783,2017,"['Action', 'Comedy', 'Crime']"
887,88,Joy,60000000,56451232,101134059,41134059,2010,['Drama']
888,89,ParaNorman,60000000,56003051,108119662,48119662,2012,"['Adventure', 'Animation', 'Comedy']"
893,94,The Boxtrolls,60000000,50837305,111946251,51946251,2014,"['Adventure', 'Animation', 'Comedy']"
894,95,The Dark Tower,60000000,50701325,113461527,53461527,2017,"['Action', 'Adventure', 'Fantasy']"
896,97,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,71377412,2014,"['Action', 'Drama', 'Thriller']"
899,100,Vice,60000000,47836282,70883171,10883171,2015,"['Action', 'Adventure', 'Sci-Fi']"
901,2,Shooter,60000000,47003582,95538560,35538560,2019,"['Action', 'Crime', 'Drama']"
903,4,Gangster Squad,60000000,46000903,104100903,44100903,2013,"['Action', 'Crime', 'Drama']"
904,5,Smurfs: The Lost Village,60000000,45020282,197578586,137578586,2017,"['Adventure', 'Animation', 'Comedy']"
905,6,First Man,60000000,44936545,105203825,45203825,2018,"['Biography', 'Drama', 'History']"
907,8,Edge of Darkness,60000000,43313890,82812456,22812456,2010,"['Crime', 'Drama', 'Mystery']"
911,12,Duplicity,60000000,40572825,81079566,21079566,2011,['Thriller']
914,15,State of Play,60000000,37017955,88832210,28832210,2013,"['Documentary', 'Drama', 'Sport']"
917,18,Trouble with the Curve,60000000,35763137,47818913,-12181087,2012,"['Drama', 'Sport']"
921,22,Almost Famous,60000000,32522352,47371191,-12628809,2017,"['Comedy', 'Drama', 'Family']"
922,23,Cold Pursuit,60000000,32138862,62599159,2599159,2019,"['Action', 'Crime', 'Drama']"
925,26,The Mortal Instruments: City of Bones,60000000,31165421,75965567,15965567,2013,"['Action', 'Fantasy', 'Horror']"
927,28,Dragonfly,60000000,30063805,30063805,-29936195,2015,"['Crime', 'Drama', 'Thriller']"
928,29,Priest,60000000,29136626,84154026,24154026,2011,"['Action', 'Adventure', 'Fantasy']"
940,41,Supernova,60000000,14218868,14816494,-45183506,2020,['Drama']
946,47,Rock Dog,60000000,9420546,24148488,-35851512,2016,"['Adventure', 'Animation', 'Comedy']"
947,48,Mortdecai,60000000,7696134,30396134,-29603866,2015,"['Action', 'Comedy', 'Crime']"
949,50,Beyond Borders,60000000,4426297,11427090,-48572910,2016,['Documentary']
951,52,The Ridiculous 6,60000000,0,0,-60000000,2015,"['Comedy', 'Western']"
952,53,Midway,59500000,0,0,-59500000,2013,"['Documentary', 'Family']"
953,54,Sherlock Gnomes,59000000,43242871,87527651,28527651,2018,"['Adventure', 'Animation', 'Comedy']"
954,55,The Kid Who Would Be King,59000000,16790790,28348446,-30651554,2019,"['Action', 'Adventure', 'Family']"
955,56,Deadpool,58000000,363070709,801025593,743025593,2016,"['Action', 'Adventure', 'Comedy']"
956,57,American Sniper,58000000,350126372,547326372,489326372,2014,"['Action', 'Biography', 'Drama']"
957,58,Goosebumps,58000000,80069458,158905324,100905324,2015,"['Adventure', 'Comedy', 'Family']"
959,60,Sabrina,58000000,53458319,87100000,29100000,2018,"['Horror', 'Thriller']"
960,61,Red Tails,58000000,49876377,50365498,-7634502,2012,"['Action', 'Adventure', 'Drama']"
962,63,The Internship,58000000,44672764,93672764,35672764,2013,['Comedy']
969,70,Resident Evil: Afterlife,57500000,60128566,295874190,238374190,2010,"['Action', 'Adventure', 'Horror']"
970,71,That's My Boy,57500000,36931089,58085235,585235,2012,['Comedy']
972,73,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,92217355,2011,"['Action', 'Fantasy', 'Thriller']"
976,77,Into the Woods,56200000,128002372,213116401,156916401,2014,"['Adventure', 'Comedy', 'Drama']"
983,84,Bohemian Rhapsody,55000000,216303339,894985342,839985342,2018,"['Biography', 'Drama', 'Music']"
984,85,Hitch,55000000,177784257,366784257,311784257,2012,['Drama']
990,91,Fifty Shades Darker,55000000,114434010,381398492,326398492,2017,"['Drama', 'Romance']"
991,92,Captain Phillips,55000000,107136417,220648184,165648184,2013,"['Biography', 'Drama', 'Thriller']"
994,95,Murder on the Orient Express,55000000,102826543,345922730,290922730,2017,"['Crime', 'Drama', 'Mystery']"
